Curso;Unidade Curricular;Turno;Turma;Inscritos no turno;Dia da semana;Hora início da aula;Hora fim da aula;Data da aula;Sala atribuída à aula;Lotação da sala
LIGE, LIGE-PL;Gestão e Sistemas de Informação nas Organizações;GSIOTP02;IGE-A9, IGE-A8, IGE-A7, IGE-A6, IGE-A5, IGE-A4, IGE-A3, IGE-A2, IGE-A12, IGE-A11, IGE-A10, IGE-A1;80;Qua;16:00:00;17:30:00;19/10/2022;Auditório 2;122
LIGE, LIGE-PL;Gestão e Sistemas de Informação nas Organizações;GSIOTP02;IGE-A9, IGE-A8, IGE-A7, IGE-A6, IGE-A5, IGE-A4, IGE-A3, IGE-A2, IGE-A12, IGE-A11, IGE-A10, IGE-A1;80;Qua;16:00:00;17:30:00;12/10/2022;Auditório 2;122
LIGE, LIGE-PL;Gestão e Sistemas de Informação nas Organizações;GSIOTP02;IGE-A9, IGE-A8, IGE-A7, IGE-A6, IGE-A5, IGE-A4, IGE-A3, IGE-A2, IGE-A12, IGE-A11, IGE-A10, IGE-A1;80;Qua;16:00:00;17:30:00;28/09/2022;Auditório 2;122
LIGE, LIGE-PL;Gestão e Sistemas de Informação nas Organizações;GSIOTP02;IGE-A9, IGE-A8, IGE-A7, IGE-A6, IGE-A5, IGE-A4, IGE-A3, IGE-A2, IGE-A12, IGE-A11, IGE-A10, IGE-A1;80;Qua;16:00:00;17:30:00;21/09/2022;Auditório 2;122
LIGE, LIGE-PL;Gestão e Sistemas de Informação nas Organizações;GSIOTP02;IGE-A9, IGE-A8, IGE-A7, IGE-A6, IGE-A5, IGE-A4, IGE-A3, IGE-A2, IGE-A12, IGE-A11, IGE-A10, IGE-A1;80;Qua;16:00:00;17:30:00;14/09/2022;;
DCTI;Métodos de Investigação em Ciências e Tecnologias da Informação;MICTITP01;DCTI-A-1;20;Seg;18:00:00;19:30:00;14/11/2022;C5.09;56
DCTI;Métodos de Investigação em Ciências e Tecnologias da Informação;MICTITP01;DCTI-A-1;20;Seg;18:00:00;19:30:00;07/11/2022;C5.09;56
DCTI;Métodos de Investigação em Ciências e Tecnologias da Informação;MICTITP01;DCTI-A-1;20;Seg;18:00:00;19:30:00;31/10/2022;C5.09;56
DCTI;Métodos de Investigação em Ciências e Tecnologias da Informação;MICTITP01;DCTI-A-1;20;Seg;18:00:00;19:30:00;24/10/2022;C5.09;56
DCTI;Métodos de Investigação em Ciências e Tecnologias da Informação;MICTITP01;DCTI-A-1;20;Seg;18:00:00;19:30:00;17/10/2022;C5.09;56
DCTI;Métodos de Investigação em Ciências e Tecnologias da Informação;MICTITP01;DCTI-A-1;20;Seg;18:00:00;19:30:00;10/10/2022;C5.09;56
DCTI;Métodos de Investigação em Ciências e Tecnologias da Informação;MICTITP01;DCTI-A-1;20;Seg;19:30:00;21:00:00;14/11/2022;C5.09;56
DCTI;Métodos de Investigação em Ciências e Tecnologias da Informação;MICTITP01;DCTI-A-1;20;Seg;19:30:00;21:00:00;07/11/2022;C5.09;56
DCTI;Métodos de Investigação em Ciências e Tecnologias da Informação;MICTITP01;DCTI-A-1;20;Seg;19:30:00;21:00:00;31/10/2022;C5.09;56
DCTI;Métodos de Investigação em Ciências e Tecnologias da Informação;MICTITP01;DCTI-A-1;20;Seg;19:30:00;21:00:00;24/10/2022;C5.09;56
DCTI;Métodos de Investigação em Ciências e Tecnologias da Informação;MICTITP01;DCTI-A-1;20;Seg;19:30:00;21:00:00;17/10/2022;C5.09;56
DCTI;Métodos de Investigação em Ciências e Tecnologias da Informação;MICTITP01;DCTI-A-1;20;Seg;19:30:00;21:00:00;10/10/2022;C5.09;56
MSIAD;Análise de Dados para Business Intelligence;01113T01;MSIAD-A1;38;Seg;18:00:00;19:30:00;21/11/2022;D1.09;50
MSIAD;Análise de Dados para Business Intelligence;01113T01;MSIAD-A1;38;Seg;18:00:00;19:30:00;14/11/2022;D1.09;50
MSIAD;Análise de Dados para Business Intelligence;01113T01;MSIAD-A1;38;Seg;18:00:00;19:30:00;07/11/2022;D1.09;50
